Box1,Box2,Box3,Box4,Box5,Box6,Box7,Box8,Box9,Box10,Box11,Box12,Box13,Box14,Box15,Box16,Box17,Box18,Box19,Box20,Box21,Box22,Box23,Box24,Box25,Box26,Box27,Box28,Box29,Box30,Box31,Box32,Box33,Box34,Box35,Box36,Box37,Box38,Box39,Box40,Box41,Box42,Box43,Box44,Box45,Box46,Box47,Box48,Box49,Box50
9.8995310216721,14.561458876290446,13.006796603534301,8.212037273395158,5.67727125398094,6.574383477036791,16.165382107774146,9.790675865009568,13.781532329535448,8.185744803647024,14.576151449704755,12.527615566767086,13.591654143545384,9.417755208432226,15.581411030624261,5.765641707978537,5.073070539390621,10.805205748618757,11.19728333781061,9.054344214834085,14.602409438183441,3.766135059411762,10.867262688781114,13.432013077822953,3.7255527191953637,5.448204914791318,6.394556567550167,9.367878027657985,10.524595373340729,9.7647570827477,16.107390404622176,5.221098239104261,7.835493671855834,3.108779598446875,9.313789798535907,9.428221376011846,9.531729728588559,11.15140344988967,5.849295517480886,18.920587035701743,3.6354375029296433,13.215561173793954,11.103454036239008,6.845479319109379,5.286774712899978,13.423872220259664,12.142895717257877,7.39196620946802,13.963344454795584,15.830636600544302
12.030866144900815,11.50495957668717,11.754724581151343,8.17634769136216,4.580855414093551,6.925252280402774,13.057750696364243,12.651452725894357,9.754184187484952,5.245085185949253,12.029017998525308,13.684996933820829,12.132850055975531,9.042097480536025,15.792695007823689,6.08990675866516,3.35800509456955,11.638446490393026,6.517628567099969,10.924872981267617,12.212019051060803,4.948561855638887,10.238021536705766,9.561356626383652,7.021294816141336,5.865686262079505,11.885154357661264,12.569581308606839,7.205646485594939,13.899425214993016,12.107964246960798,2.044455784493366,11.139988701479911,6.080857879666935,11.612371264210935,8.894208091448673,11.404754155127804,11.167836731799119,7.029280479962319,11.213977962633534,6.147214860284241,12.017024681287829,9.206115620033557,5.611524021559903,8.770473227299957,16.347891315402787,12.097506574007662,7.667388434183352,6.333423792856656,13.896879363354701
11.947721667489645,11.800437940814076,9.558071652340672,6.110885112950406,4.003940325640559,6.26554201933901,13.812727622521658,9.457060709557014,8.800060440366194,6.45150777288595,9.527728407939076,11.26044393438993,6.518306511954523,8.78658662449556,12.480032149494589,6.7942507077478425,7.094949008752657,14.518362643026409,10.819760343236062,12.139517839408358,17.130820779652506,2.5794764183061223,5.69895859205348,10.738849085409658,5.858076651047692,2.3877146693279245,7.097249537837313,7.9038239492785,8.686435930382245,15.660687014979437,13.65715817257819,2.3100266627831814,6.507575630693294,4.454653218679086,9.434324541641264,6.201805734777604,11.190176276664277,6.293774604425723,6.776336066867884,14.392833689500144,8.304588290006159,10.461406258771797,7.331503909833428,3.5029312299946143,9.619514331748071,14.300432828506997,16.42659793546911,7.891152448228349,11.64905910659374,15.468963311955875
13.73690024653151,9.430976212373395,10.053771677989062,5.677441013444465,4.47313731969999,3.3276510711350045,16.651593295084382,13.793923160915678,5.808726478220634,7.888310198354454,14.508676721514679,15.194416091128465,11.011271660593705,7.259487725342883,13.056856527423438,9.277007279187393,3.440514051677514,15.610178700915782,8.067127109742433,10.351646277918718,12.19289478287673,7.856468428949382,9.763936131337111,11.922661426070844,7.729194433445938,4.375836297631506,8.307056914500702,10.333539205682932,8.744005454111795,16.775717975917278,15.61568589545677,7.165682867832782,9.342924968245605,7.572596461800557,12.12210600703724,7.473750946079128,8.97656074400821,11.42689630182946,10.100793302223018,15.915905112800388,10.559337603390956,11.976258070918455,13.311587025508864,4.197575450774736,9.027052270181972,16.85633853246657,13.044626755650242,3.83564184454331,9.700672550416462,14.257542636706221
9.166346312363256,11.943653982532792,10.416765615895105,9.058093544763487,7.745838373541574,10.189468014633832,11.425672862831501,9.479638537542533,7.479163600377253,6.940447058314342,13.462001253570962,13.864057879965065,12.723929512172973,4.942193180624621,11.131691585900917,4.691920241357906,9.474500145945832,12.94942195479733,6.243345425599472,6.60499798947594,12.733612468928008,1.554924514812397,9.125702132193421,10.128285290037187,8.25144247625909,4.39773674844411,8.902645649486823,9.247861000978794,5.57016659102055,13.662445519719753,14.053372101149098,4.386011908233196,8.52787611877508,7.2801121620658344,9.238000373338224,7.986839093373964,7.467618575096575,6.586240181399778,5.076973729490183,15.531363828376051,8.458592676803985,10.261314507648045,10.851187836891814,4.144179389588741,6.311621896340454,16.78308816669617,14.581302298720543,6.471828931472599,10.103539804731728,13.933178159804147
10.751705639454464,12.302130113340608,5.916530263151419,11.15062827871871,4.740189490563175,5.722276944111254,11.205763629774017,11.077013964991519,8.746527928428188,10.05251285254197,13.076869914432905,14.546395564032926,8.313059440940883,6.60675323085353,15.961772581306665,2.6239139911800002,5.210282501020611,11.492873657103596,10.82642816583861,13.53742778915314,17.534478142079074,4.563661635098341,4.07655809147408,11.92864112165333,4.521064446886816,2.055187342048018,5.72661376215837,9.398128552607416,11.859273345436712,14.013605189104949,15.4053403834636,6.169450694071881,5.267581238797869,9.376314105805582,7.271394034076064,10.460715445257005,11.178264611224224,8.33231865923315,6.769501067533607,18.316811640556004,14.620201758029971,9.912357435397231,7.583507906616417,7.327607445945706,2.749092804111714,13.823710162071164,11.892559586083516,5.275511578949926,10.495639648526273,14.699459364152732
6.978074220510744,8.66046313234982,9.505645234958806,7.924620605144274,5.690150796327447,6.555590674154198,12.83280134730799,11.61224140202392,7.569873558725148,9.067406401937276,13.43146848234168,11.54492859628045,12.501385590257973,3.0134618987616304,9.976425708062129,4.923892857776773,4.8095219421761595,11.053964665458093,5.587050092836899,11.380446443689788,14.429176857777005,7.545081265171003,5.276043341542927,12.11079772130348,5.914609542773335,3.467709167554129,10.47096753900614,11.883201719666468,10.264850085345474,8.733631144743711,18.90971604008589,2.8157601805552073,7.402773041051389,6.732654967082154,12.705406026255659,8.96865087540541,10.12850032819033,11.334732417730626,10.709422795488184,13.0612484249868,11.789253896843888,12.57534030687081,9.746041013183731,7.5588435591936936,8.164333993474695,16.66668785497356,12.405367786581817,6.146874796037047,6.554718137601454,16.4271951246045
10.014393150073143,7.681816823224686,8.636031504004404,9.60688950184809,7.401472570265795,2.181051357563419,16.076757702038634,12.568599539445232,7.780198474256156,13.384757175293942,16.788723801164902,12.662805626262706,11.780307880026907,9.601312172421506,14.069941344727539,9.044871863856319,7.058764705328003,8.31386637027943,6.408055511881341,10.240751006646333,17.88716685763921,2.3510668722187757,12.875340976856046,13.166523552588608,5.393967481656313,6.74690466230826,9.274238080822455,10.209414446279098,8.918641314444047,17.199505095991977,15.103031737960155,2.05370824670694,6.332417873894446,7.041355534160147,9.462543254979353,6.6848194354203905,11.910982096409064,10.24967361541467,4.829586206192797,17.971969419528254,13.916561706396717,11.292404517522439,7.312630310938378,6.629092047864084,6.749530570569392,13.32446176981794,14.561338951189683,7.4826220958901875,6.883566949373724,14.47219458843015
11.78515950080492,11.587332047218931,7.996759980210169,10.46852183435345,5.443217658378043,10.189710697396414,10.961307849046314,14.936952616853091,12.15077894811233,6.038283127151417,16.370189790072224,14.450146279962405,13.367840967702746,5.365774395051382,11.806341623768574,3.7100173290168508,6.191124295049088,10.144463401808594,8.979838814578958,12.714316776846577,13.561444958631068,4.7807482990245695,6.1447195241325225,9.788019907830176,3.2764042725072686,6.721155018960118,11.116768023761564,11.466068156530818,11.805220315870377,11.849019573807757,12.542728856877847,3.3128067749365737,5.453505422216093,8.800199623655628,13.745006671026168,6.160609362477381,12.624442622175794,9.319116443781711,6.29029739234071,13.87947343883228,11.80034949318699,12.55154529571008,11.363568469099693,5.1226080272296395,5.0432141197452935,14.5322939529044,11.529193565686944,6.516894792077038,11.170390828804111,14.957061661816795
9.141630666138882,10.022460353088935,9.43779941422809,7.013243588832287,7.266722629687305,6.0669001365318875,8.335688803778861,10.09606202077102,9.057581627476964,8.066229222783466,10.626569313993409,15.88702579904723,9.616137355322717,5.933308479953594,10.784294360886978,5.856104718830247,7.50469838736164,12.203124847007215,8.161634789005232,14.049277192965512,19.039037639744713,5.2657173653344955,8.823042232666204,9.11444951953905,3.5641617229360065,1.7416203087486082,6.641556125563799,8.515985568120628,10.602658806347002,11.133057683149918,11.105573078207481,4.554869858457174,10.392826378620923,4.744674607946608,9.716991167049601,9.309494438322934,6.922517522562291,6.434044284465898,4.110238997751969,12.97956065225646,6.832336346440324,11.305175283851254,13.700162965152721,0.8851272842968569,5.887441870259179,12.440585114871716,13.69653968586208,6.293974873328349,11.495404567650208,13.263030172846598
